weekday,hour,occupancy,humidity,temperature,power
1,0,0,52.8089332580566,69.909924777687,120.282493738603
1,0,0,52.8940925598145,69.5011451286777,125.275510170235
1,0,0,53.1122283935547,67.9801357891543,127.110757192015
1,0,0,53.7095584869385,70.0258917707078,129.672565564833
1,0,0,53.713586807251,69.9856329505325,122.452287273161
1,0,0,53.7221927642822,69.9200827551226,140.675937963941
1,0,0,53.8258380889893,70.3357709884644,126.677274191083
1,0,0,54.0338611602783,70.0039678871209,122.221223579865
1,0,0,54.3940086364746,69.9539848236328,121.722943133325
1,0,1,51.4836807250977,70.4640539250475,122.700110376434
1,0,1,52.6045055389404,70.1984309980454,148.006248611462
1,0,1,53.7356243133545,70.4068435723247,124.374876734684
1,0,1,53.8116149902344,70.3707309057704,124.117078538548
1,0,2,51.6394062042236,70.536505597703,122.498034706659
1,0,2,52.7286987304688,70.1414458454716,143.967217426543
1,0,2,52.7325649261475,67.5128897944241,114.368862721079
1,0,2,53.8596458435059,69.6652806599935,119.336393468431
1,0,3,51.7084140777588,70.1582805552381,121.916336216847
1,0,3,58.2076225280762,68.6645247445884,141.550821151992
1,0,5,52.4986228942871,69.721218394215,149.242452534556
1,0,6,50.1785335540771,70.1346828487844,138.860686710017
1,1,0,34.257266998291,67.9373319909928,133.583913427545
1,1,0,52.9070377349854,69.8304135196998,126.002410690126
1,1,0,53.3415107727051,67.8919101843597,122.399564833351
1,1,0,53.6743927001953,70.2626947646445,117.430743629171
1,1,0,54.0291728973389,69.6675114733108,126.673923570139
1,1,0,54.0391330718994,69.628440101096,125.738436674554
1,1,0,54.0921669006348,69.6455223002332,117.309601032845
1,1,0,54.1980152130127,69.920501736039,121.802057282766
1,1,0,54.4062976837158,70.065850805729,122.362469989981
1,1,1,52.1721496582031,70.2839057902072,121.182550305763
1,1,1,53.3048114776611,70.3532934358536,125.49345121131
1,1,1,53.3494510650635,69.8268785171237,124.237081676954
1,1,1,54.0389957427979,69.964068926818,120.77371916399
1,1,1,54.2826194763184,70.1669793519261,122.680384914624
1,1,1,54.5134811401367,70.0738831652441,122.438023618655
1,1,1,54.6964740753174,69.5890727738893,138.466645028908
1,1,1,54.7712669372559,69.3597298415106,140.068052183866
1,1,7,58.9124546051025,68.9711050885789,141.170644804253
1,2,0,52.777515411377,70.1815529004902,119.99054988331
1,2,0,53.6105575561523,69.9920513519613,125.579458703665
1,2,0,53.7489891052246,70.0366796703203,118.444806638639
1,2,0,54.1200637817383,70.1254394747687,120.079000664933
1,2,0,54.1759605407715,69.1736027399699,119.178095519135
1,2,0,54.1823062896729,67.4783227325331,123.468247954472
1,2,0,54.372522354126,69.7690338815962,136.666079754825
1,2,0,54.3795623779297,70.1469751085554,124.691511484416
1,2,0,54.9226245880127,69.2165999191936,124.35725246658
1,2,1,33.9514331817627,68.0999908717812,131.619028813409
1,2,1,50.8620853424072,70.030267357402,138.392854026111
1,2,1,52.4824447631836,69.8693101084824,120.779620899702
1,2,1,53.1399478912354,69.842495724824,125.357430064585
1,2,1,54.3031120300293,69.7315935716561,125.743488855311
1,2,1,54.7712669372559,69.5092110141741,135.307357716374
1,2,1,55.0544738769531,70.2215261629044,121.853754843265
1,2,8,53.1075267791748,69.7017537996014,149.417532381834
1,2,8,53.1822147369385,69.4660747704557,142.784499557223
1,2,26,59.1639461517334,68.8036861149132,141.185192910052
1,3,0,53.2302913665771,70.0981402942112,120.874858510419
1,3,0,53.8359336853027,70.0929405375308,125.234260989149
1,3,0,54.2791652679443,69.8944413340683,120.520327788719
1,3,0,54.2839469909668,69.5398279707482,120.882916514442
1,3,0,54.5502681732178,69.7916733196804,125.161947719665
1,3,0,54.5593643188477,67.8821952359896,126.52071884615
1,3,0,54.6323375701904,69.6604923356509,126.81811854025
1,3,1,30.3120651245117,67.1244794088053,115.152955016092
1,3,1,52.8802070617676,69.8266346114022,120.932650685194
1,3,1,53.3824520111084,69.8256243194853,121.217914959474
1,3,1,54.9226245880127,69.1358458020085,124.894332274213
1,3,1,54.9752216339111,69.9201193568545,123.674168751284
1,3,1,55.1330490112305,70.1268250543452,122.590832767833
1,3,2,51.2389984130859,70.0185697765961,136.164694024686
1,3,2,55.0775814056396,69.5220582493684,125.38983403804
1,4,0,33.4268398284912,67.6789749294308,113.614048564748
1,4,0,33.5023746490479,67.6499667472028,115.800932616694
1,4,0,52.7996006011963,69.8694419827022,120.599621388334
1,4,0,52.9514598846436,69.6520280229284,120.675458992657
1,4,0,53.9790458679199,70.0655562624018,118.468090296694
1,4,0,54.0019912719727,69.9499193103288,125.378188719158
1,4,0,54.0039844512939,69.7642267301838,124.391620935436
1,4,0,54.1325225830078,69.7977759990286,118.735267539567
1,4,0,54.2504119873047,69.2393771435352,118.456395636953
1,4,0,54.3996105194092,69.9754897662572,126.788962240738
1,4,0,54.5196151733398,69.8061781944113,120.166532795905
1,4,0,54.7505702972412,69.5747868571963,137.289842010796
1,4,0,55.0446319580078,69.8209923577903,123.19637734635
1,4,0,55.1187725067139,68.7386345846373,126.123143374454
1,4,1,30.8438243865967,67.4634557142325,113.47530694236
1,4,2,30.6156148910522,67.2328310486273,112.258817789872
1,4,2,53.4869213104248,69.8333327676902,121.965603385324
1,4,2,58.8319244384766,68.8051850745018,129.734991024947
1,5,0,53.8271713256836,69.8018546053523,125.050230958033
1,5,0,53.9612369537354,69.5691878193214,122.542949570663
1,5,0,54.2840023040771,69.8568083580504,120.196221449936
1,5,0,54.4817409515381,69.0073634411426,118.11483958154
1,5,0,54.5661640167236,69.9425104487409,124.693853712757
1,5,0,54.7735462188721,69.5606687153485,124.922600490536
1,5,0,55.4532356262207,69.075159962067,124.053296175087
1,5,1,51.9223461151123,69.8251178273103,124.572971213405
1,5,1,53.6763134002686,69.6158922677363,125.781996019359
1,5,1,54.1120223999023,69.2941954500735,123.289271053858
1,5,1,54.8482456207275,69.6871504546903,123.005583015241
1,5,2,58.8319244384766,68.4440363011462,130.201934176002
1,5,2,58.8319244384766,68.5736615877625,134.778028553876
1,6,0,33.5799388885498,67.5844914321358,113.37061251307
1,6,0,53.0269508361816,69.5776535399417,120.46683186575
1,6,0,53.7166538238525,69.6594082014901,119.452460929111
1,6,0,54.1307601928711,69.793890807128,124.367685702833
1,6,0,54.1585597991943,69.8299878890828,125.613722404698
1,6,0,54.1910800933838,69.2752789738339,123.067248710751
1,6,0,54.2339630126953,69.8718329460171,124.298264046694
1,6,0,54.5561504364014,68.9311675010843,118.299644181097
1,6,0,54.5561504364014,69.2370614396765,118.087881240295
1,6,0,54.6442394256592,69.716621535165,123.357511597686
1,6,0,54.8590965270996,69.389503831559,126.871845054964
1,6,0,54.9042701721191,69.6223366108347,118.999586581514
1,6,0,54.9451656341553,69.5470332017182,124.181544196181
1,6,0,55.1291160583496,69.3669365746634,136.36716203831
1,6,0,55.4532356262207,69.1704008367138,124.227881497674
1,6,0,55.6037197113037,68.8919609908107,124.6873176847
1,0,0,52.3816604614258,70.3817868641445,121.481409123284
1,0,0,52.6079635620117,70.3770826339722,119.919548206584
1,0,1,51.8888416290283,70.3210756438119,123.129122353013
1,0,1,52.9279861450195,70.2759559332688,124.032696471986
1,0,1,52.969446182251,69.7738736380037,125.355602480297
1,0,2,51.4805355072021,70.2359261614211,123.769428694184
1,0,2,53.0778179168701,70.3810274253112,125.78727384287
1,0,2,53.9083671569824,70.0549619147118,126.817297233298
1,0,2,54.6216087341309,69.2073693428175,138.607433614467
