weekday,hour,occupancy,humidity,power
1,0,0,52.3816604614258,121.481409123284
1,0,0,52.8089332580566,120.282493738603
1,0,0,52.8940925598145,125.275510170235
1,0,0,53.7221927642822,140.675937963941
1,0,0,54.0338611602783,122.221223579865
1,0,1,52.9279861450195,124.032696471986
1,0,1,52.969446182251,125.355602480297
1,0,2,51.6394062042236,122.498034706659
1,0,2,53.0778179168701,125.78727384287
1,0,2,54.6216087341309,138.607433614467
1,0,3,27.6495018005371,113.352949655236
1,0,6,50.1785335540771,138.860686710017
1,0,9,52.5273838043213,164.970916878112
1,1,0,34.257266998291,133.583913427545
1,1,0,52.9223098754883,120.564669847605
1,1,0,53.6743927001953,117.430743629171
1,1,0,53.9044246673584,124.688195682917
1,1,0,54.0391330718994,125.738436674554
1,1,0,54.0921669006348,117.309601032845
1,1,0,54.4062976837158,122.362469989981
1,1,1,50.7091751098633,138.265233667044
1,1,1,51.8602104187012,121.276412013482
1,1,1,52.1721496582031,121.182550305763
1,1,1,54.0389957427979,120.77371916399
1,1,1,54.2826194763184,122.680384914624
1,1,1,54.5134811401367,122.438023618655
1,1,1,54.5651054382324,121.281437767
1,1,1,54.6964740753174,138.466645028908
1,1,1,54.7712669372559,140.068052183866
1,1,6,52.8802318572998,148.016000788921
1,1,6,58.753303527832,143.115793483943
1,1,8,53.0321044921875,141.948483008659
1,2,0,52.777515411377,119.99054988331
1,2,0,52.998025894165,120.800046649558
1,2,0,53.0621757507324,125.864795148285
1,2,0,53.5012321472168,124.728527194093
1,2,0,53.577730178833,124.042476462695
1,2,0,53.6105575561523,125.579458703665
1,2,0,53.6879825592041,125.642890826013
1,2,0,53.8214893341064,118.356794863794
1,2,0,53.9549903869629,123.64129484244
1,2,0,54.0363903045654,137.493044170958
1,2,0,54.1200637817383,120.079000664933
1,2,0,54.372522354126,136.666079754825
1,2,0,54.5651054382324,121.156230243243
1,2,1,33.9514331817627,131.619028813409
1,2,1,52.4824447631836,120.779620899702
1,2,1,53.1399478912354,125.357430064585
1,2,1,54.3031120300293,125.743488855311
1,2,1,54.7712669372559,135.307357716374
1,2,1,54.8323802947998,122.084082551097
1,2,8,53.1075267791748,149.417532381834
1,3,0,53.577730178833,125.43710167837
1,3,0,54.1353454589844,134.788019508502
1,3,0,54.2791652679443,120.520327788719
1,3,0,54.6323375701904,126.81811854025
1,3,1,52.6388893127441,121.362497590366
1,3,1,52.8593063354492,120.30695011749
1,3,1,53.3824520111084,121.217914959474
1,3,1,54.2504119873047,120.315017471497
1,3,1,54.4918823242188,122.162962155038
1,3,1,54.9226245880127,124.894332274213
1,3,1,55.0437812805176,126.082646807889
1,3,1,55.1330490112305,122.590832767833
1,3,2,51.2389984130859,136.164694024686
1,3,3,51.391544342041,136.84101741566
1,3,3,53.3340892791748,136.011288260575
1,4,0,33.4268398284912,113.614048564748
1,4,0,33.5023746490479,115.800932616694
1,4,0,52.7996006011963,120.599621388334
1,4,0,52.9514598846436,120.675458992657
1,4,0,53.520601272583,125.169140109821
1,4,0,53.6911144256592,119.885467335087
1,4,0,53.9790458679199,118.468090296694
1,4,0,54.0039844512939,124.391620935436
1,4,0,54.1325225830078,118.735267539567
1,4,0,54.2504119873047,118.456395636953
1,4,0,54.3996105194092,126.788962240738
1,4,0,54.4026489257812,118.434678182559
1,4,0,54.5196151733398,119.826361213665
1,4,0,54.7505702972412,137.289842010796
1,4,0,54.8835220336914,122.490080849355
1,4,0,55.1187725067139,126.123143374454
1,4,0,55.1522026062012,123.788864629751
1,4,0,55.247953414917,136.171915905637
1,4,1,30.8438243865967,113.47530694236
1,4,1,51.6180667877197,129.273665420798
1,4,1,53.9612369537354,119.884629072447
1,4,2,30.6156148910522,112.258817789872
1,4,2,53.4869213104248,121.965603385324
1,4,2,58.8319244384766,129.734991024947
1,5,0,53.9612369537354,122.542949570663
1,5,0,54.3616065979004,120.043243774038
1,5,0,54.4050941467285,126.539720232046
1,5,0,54.4817409515381,118.046704028588
1,5,0,54.4817409515381,118.11483958154
1,5,0,54.6723194122314,118.943227718002
1,5,0,54.6743183135986,120.154062754213
1,5,1,51.9223461151123,124.572971213405
1,5,1,53.1011123657227,120.411542066635
1,5,1,54.0784454345703,125.14940357607
1,5,1,56.3211841583252,136.344655001507
1,6,0,31.4488248825073,114.186224761273
1,6,0,53.7166538238525,119.452460929111
1,6,0,54.1585597991943,125.613722404698
1,6,0,54.1910800933838,123.067248710751
1,6,0,54.2418956756592,117.626174073957
1,6,0,54.441068649292,119.472104977409
1,6,0,54.5561504364014,118.299644181097
1,6,0,54.6442394256592,123.357511597686
1,6,0,54.9451656341553,124.181544196181
1,6,0,55.1291160583496,136.36716203831
1,6,0,55.6037197113037,124.6873176847
1,6,0,58.9994564056396,128.517038260092
1,6,1,52.8696422576904,121.574760168529
1,6,1,53.977575302124,124.875303928973
1,6,1,55.2795581817627,119.630174266087
1,6,2,58.9188117980957,131.614784869482
1,7,0,34.1073036193848,116.022567499924
1,7,0,54.7115726470947,118.928330543917
1,7,0,55.1703586578369,122.833465925592
1,7,0,57.3224544525146,134.862649528717
1,7,1,52.6879062652588,124.5321673039
1,7,1,54.3936195373535,126.103021037183
1,7,1,54.4185657501221,123.304924377037
1,7,1,54.9629554748535,119.904119172075
1,7,1,55.031099319458,122.831683650234
1,7,1,55.6793613433838,122.98425785132
1,7,1,58.286169052124,122.082258725131
1,8,0,34.3341903686523,118.645993450395
1,8,0,53.2158355712891,124.217822829931
1,8,0,53.7863235473633,119.94976394577
1,8,0,54.218936920166,125.219698763744
1,8,0,54.3043785095215,119.110985025676
1,8,0,54.5772132873535,119.360302274843
1,8,0,54.862096786499,115.578498440795
1,8,0,55.4297676086426,136.720819218142
1,8,0,55.5873336791992,120.355403328256
1,8,0,55.7466888427734,119.981882675231
1,8,0,55.8041534423828,125.61348054363
1,8,0,55.8298740386963,124.837905562366
1,8,0,55.9582118988037,124.630569762609
1,8,0,57.8542251586914,123.802577226539
1,8,0,58.163200378418,122.277169443871
1,8,0,58.4401245117188,122.464839074266
1,0,0,52.6079635620117,119.919548206584
1,0,0,53.1122283935547,127.110757192015
1,0,0,53.7095584869385,129.672565564833
1,0,0,53.713586807251,122.452287273161
1,0,0,53.8258380889893,126.677274191083
1,0,0,54.3940086364746,121.722943133325
1,0,1,51.4836807250977,122.700110376434
1,0,1,51.8888416290283,123.129122353013
1,0,1,52.6045055389404,148.006248611462
1,0,1,53.7356243133545,124.374876734684
1,0,1,53.8116149902344,124.117078538548
1,0,2,51.4805355072021,123.769428694184
1,0,2,52.7286987304688,143.967217426543
1,0,2,52.7325649261475,114.368862721079
1,0,2,53.8596458435059,119.336393468431
1,0,2,53.9083671569824,126.817297233298
1,0,3,51.7084140777588,121.916336216847
1,0,3,58.2076225280762,141.550821151992
1,0,4,58.4470977783203,142.056561091187
1,0,5,52.4986228942871,149.242452534556
1,0,5,54.3921356201172,141.994873035001
1,1,0,52.1977844238281,122.563186981657
1,1,0,52.7668857574463,120.483898280188
1,1,0,52.9070377349854,126.002410690126
1,1,0,53.2734432220459,124.291929892497
1,1,0,53.3415107727051,122.399564833351
1,1,0,53.5346546173096,125.711887841637
1,1,0,54.0291728973389,126.673923570139
1,1,0,54.1980152130127,121.802057282766
1,1,0,57.7457141876221,122.61561423869
1,1,1,52.174840927124,121.573799151374
1,1,1,53.3048114776611,125.49345121131
1,1,1,53.3494510650635,124.237081676954
1,1,2,50.405309677124,137.179482955748
1,1,2,52.6806774139404,126.169779444899
1,1,3,52.4826908111572,120.203209503612
1,1,7,58.9124546051025,141.170644804253
1,2,0,29.1700534820557,114.444756496436
1,2,0,52.6540946960449,121.193167500402
1,2,0,53.1515789031982,120.68316875014
1,2,0,53.7489891052246,118.444806638639
1,2,0,54.0389957427979,120.799696701113
1,2,0,54.1759605407715,119.178095519135
1,2,0,54.1823062896729,123.468247954472
1,2,0,54.3326015472412,125.192513625487
1,2,0,54.3795623779297,124.691511484416
1,2,0,54.9226245880127,124.35725246658
1,2,0,57.906322479248,122.798444585234
1,2,1,29.6283235549927,115.358189590566
1,2,1,50.8620853424072,138.392854026111
1,2,1,54.0921669006348,119.661012441386
1,2,1,55.0544738769531,121.853754843265
1,2,2,51.0131416320801,137.348680233059
1,2,2,52.4061698913574,121.867780921573
1,2,2,52.7017669677734,119.916159972403
1,2,8,53.1822147369385,142.784499557223
1,2,9,59.156177520752,148.546799876698
1,2,26,59.1639461517334,141.185192910052
1,3,0,53.2302913665771,120.874858510419
1,3,0,53.520601272583,126.207013622596
1,3,0,53.8359336853027,125.234260989149
1,3,0,53.9127578735352,126.665192357439
1,3,0,54.2839469909668,120.882916514442
1,3,0,54.5225944519043,137.849296041881
1,3,0,54.5502681732178,125.161947719665
1,3,0,54.5593643188477,126.52071884615
1,3,1,30.010235786438,114.609952034545
1,3,1,30.3120651245117,115.152955016092
1,3,1,52.8802070617676,120.932650685194
1,3,1,53.2890224456787,125.951442485995
1,3,1,54.8665714263916,129.346778200881
1,3,1,54.9752216339111,123.674168751284
1,3,2,52.7157287597656,122.111583053309
1,3,2,54.1759605407715,119.665483448596
1,3,2,55.0775814056396,125.38983403804
1,3,3,58.9864368438721,130.920150999533
1,3,6,58.8323211669922,151.747559269919
1,3,20,53.2571239471436,143.647928818507
1,4,0,51.7710723876953,124.389571115578
1,4,0,53.457670211792,120.339138059964
1,4,0,53.562385559082,121.422066105995
1,4,0,53.5954494476318,125.54340906869
1,4,0,54.0019912719727,125.378188719158
1,4,0,54.5196151733398,120.166532795905
1,4,0,55.0446319580078,123.19637734635
1,4,0,55.2268466949463,123.811920521082
1,4,0,55.6293983459473,134.802004843426
1,4,1,58.1364364624023,123.841762077733
1,4,2,58.8320903778076,131.556068812031
1,5,0,52.0769462585449,123.640287352289
1,5,0,52.9423160552979,120.747300489747
1,5,0,53.6911144256592,119.871326298336
1,5,0,53.7126331329346,121.829286416614
1,5,0,53.8271713256836,125.050230958033
1,5,0,54.0834693908691,125.386925064289
1,5,0,54.2840023040771,120.196221449936
1,5,0,54.4913520812988,123.367244379129
1,5,0,54.5661640167236,124.693853712757
1,5,0,54.7735462188721,124.922600490536
1,5,0,54.900785446167,136.254569218843
1,5,0,55.4532356262207,124.053296175087
1,5,0,58.2186145782471,122.096122485906
1,5,1,52.8661689758301,120.574857159198
1,5,1,53.6763134002686,125.781996019359
1,5,1,54.1120223999023,123.289271053858
1,5,1,54.8482456207275,123.005583015241
1,5,1,55.3444957733154,126.3419329678
1,5,2,58.8319244384766,130.201934176002
1,5,2,58.8319244384766,134.778028553876
1,6,0,33.5799388885498,113.37061251307
1,6,0,33.8063049316406,113.893471109099
1,6,0,53.0269508361816,120.46683186575
1,6,0,54.1307601928711,124.367685702833
1,6,0,54.2339630126953,124.298264046694
1,6,0,54.441068649292,119.389576600166
1,6,0,54.5561504364014,118.087881240295
1,6,0,54.8590965270996,126.871845054964
1,6,0,54.9042701721191,118.999586581514
1,6,0,55.0590515136719,118.454056126036
1,6,0,55.4532356262207,124.227881497674
1,6,0,58.2938785552979,124.641112765676
1,6,1,31.6004524230957,119.018625338795
1,6,1,52.3060321807861,123.999906593875
1,6,1,52.5334758758545,123.575426434865
1,6,2,54.1910800933838,123.360087333102
1,7,0,53.1816558837891,120.18901055766
1,7,0,53.3385429382324,119.23059237955
1,7,0,53.9972553253174,119.240953632456
1,7,0,54.0671329498291,126.018646621611
1,7,0,54.0755863189697,119.724177112104
1,7,0,54.1418056488037,125.000005256006
1,7,0,54.5106525421143,119.745826829487
1,7,0,54.586893081665,119.690577062109
1,7,0,55.0598163604736,118.96018476109
1,7,0,55.1394519805908,118.664512005547
1,7,0,55.2778797149658,136.556595448375
1,7,0,55.6498680114746,123.959631068283
1,7,0,55.7552890777588,124.291910282074
1,7,0,55.8041534423828,127.204661578522
1,7,1,31.6749572753906,119.236156479979
1,7,1,31.9021434783936,112.221467533673
1,7,1,33.8811531066895,119.305036198231
1,7,1,54.1007041931152,119.885888889607
1,7,1,54.1910800933838,124.243838440045
1,7,1,54.4698333740234,120.601975612284
1,8,1,52.9870166778564,124.246631714544
1,8,1,55.0304737091064,124.723784940958
1,8,1,55.1182880401611,122.114749509929
1,9,0,53.4824447631836,118.332436619501
1,9,0,53.8636341094971,121.778131536004
1,9,0,54.4557571411133,118.657516614854
1,9,0,54.4930992126465,122.483421464538
1,9,0,54.8196620941162,115.694061834307
1,9,0,55.0166149139404,118.065921571164
1,9,0,55.2786312103271,122.686754971859
1,9,0,55.7337303161621,136.740593022929
1,9,0,56.1296367645264,122.709093038429
1,9,0,58.6202716827393,121.851150512492
1,9,1,33.045503616333,113.571248499939
1,9,1,53.5245323181152,123.84359442463
1,9,1,54.9366893768311,122.030687119113
1,9,1,55.7978382110596,122.522529570997
1,9,1,55.9563426971436,122.189247570437
1,9,2,55.9746780395508,120.584165060514
1,9,2,55.9790916442871,122.854578925006
1,9,2,56.0497512817383,119.214660980739
1,10,0,34.7094707489014,118.774093540356
1,10,0,53.5993213653564,123.164132142731
1,10,0,53.6757106781006,127.741407701891
1,10,0,54.0958881378174,120.595181035314
1,10,0,54.1709671020508,125.216351739073
1,10,0,54.5346450805664,131.165586502611
1,10,0,54.6820030212402,117.552924051095
1,10,0,54.727108001709,122.172480264038
1,10,0,56.0344276428223,135.792175303475
1,10,0,56.1849956512451,125.230512755836
1,10,0,56.2809238433838,127.451448593813
1,10,0,58.6140365600586,125.609691325517
1,10,1,33.1203804016113,115.091361636703
1,10,1,54.3714504241943,126.740573149465
1,10,1,54.8949031829834,117.022138071188
1,10,1,55.2416725158691,126.508610097022
1,10,1,55.4389114379883,121.778634000802
1,10,1,55.5719013214111,122.220355675323
1,10,1,56.2590484619141,125.896957055695
1,10,1,56.2757320404053,122.655538211926
1,11,0,33.1203804016113,113.198205900611
1,11,0,35.0138874053955,115.555393086222
1,11,0,53.7983627319336,121.184066624235
1,11,0,54.4022369384766,119.783822968049
1,11,0,54.5346450805664,125.506258566049
1,11,0,55.2416725158691,123.102834785474
1,11,0,56.2576217651367,122.717234170181
1,11,0,56.2582988739014,118.789910724503
1,11,0,56.2601871490479,137.350504686328
1,11,0,56.5045948028564,122.984357858048
1,11,1,54.5346450805664,124.924913394236
1,11,1,55.1982078552246,115.513345218875
1,11,1,55.31764793396,120.01491185819
1,11,1,55.474967956543,117.815452690731
1,11,1,55.8271293640137,122.605391560472
1,11,1,55.9028644561768,118.250264828588
1,11,1,56.4257564544678,121.136210101686
1,11,1,59.0728950500488,119.538126416999
1,11,2,33.1203804016113,110.374639884452
1,12,0,35.2416172027588,112.357583725156
1,12,0,54.4780387878418,120.309579397435
1,12,0,55.1104278564453,122.053747458674
1,12,0,55.5437316894531,117.044779924705
1,12,0,58.6148777008057,124.983359929203
1,12,1,33.1203804016113,110.19794257934
1,12,1,54.0533542633057,123.494959599018
1,12,1,54.1303062438965,123.991758747929
1,12,1,54.8402156829834,124.930956481461
1,12,1,54.9865417480469,116.332666753704
1,12,1,55.2020778656006,117.691284786444
1,12,1,56.053352355957,118.79255037164
1,12,1,56.5045948028564,121.569070528232
1,12,1,56.6423816680908,123.515017969388
1,12,1,56.7322559356689,118.609943928575
1,12,1,58.6148777008057,124.879174657428
1,12,2,54.180362701416,119.176338762511
1,12,2,56.2086925506592,116.902377237595
1,12,3,55.1886806488037,121.183773909841
1,12,6,54.1046028137207,119.290950707335
1,13,0,54.9106979370117,118.67695869616
1,13,0,55.3817710876465,122.973121637042
1,13,0,55.6941223144531,117.10290455108
1,13,0,56.6423816680908,124.115605700586
1,13,0,58.6896667480469,125.69486435104
1,13,1,33.1203804016113,110.289460383123
1,13,1,54.1303062438965,124.584738101257
1,13,1,54.4804401397705,117.586979145708
1,13,1,54.8559818267822,120.680874722835
1,13,1,55.6563243865967,119.302171527408
1,13,1,55.6941223144531,117.061025449133
1,13,1,56.2598686218262,120.212052617455
1,13,2,55.1871528625488,122.871616436663
1,13,2,55.2644844055176,121.604104200029
1,13,2,55.3263130187988,119.873471142695
